contestId,index,name,tags,rating,solvedCount,vector
1634,D,Finding Zero,constructive algorithms interactive math,2000.0,3905,constructive algorithms interactive math 2000.0
1634,C,OKEA,constructive algorithms,1000.0,17113,constructive algorithms 1000.0
1634,B,Fortune Telling,bitmasks math,1400.0,14332,bitmasks math 1400.0
1634,A,Reverse and Concatenate,greedy strings,800.0,22720,greedy strings 800.0
1633,F,Perfect Matching,data structures divide and conquer interactive trees,2800.0,261,data structures divide and conquer interactive trees 2800.0
1633,E,Spanning Tree Queries,binary search data structures dfs and similar dsu graphs greedy math sortings trees,2400.0,1310,binary search data structures dfs and similar dsu graphs greedy math sortings trees 2400.0
1633,D,Make Them Equal,dp greedy,1600.0,11083,dp greedy 1600.0
1633,C,Kill the Monster,brute force math,1100.0,18238,brute force math 1100.0
1633,B,Minority,greedy,800.0,25730,greedy 800.0
1633,A,Div. 7,brute force,800.0,28903,brute force 800.0
1632,E2,Distance Tree (hard version),binary search dfs and similar shortest paths trees,2700.0,793,binary search dfs and similar shortest paths trees 2700.0
1632,E1,Distance Tree (easy version),binary search data structures dfs and similar graphs shortest paths trees,2400.0,973,binary search data structures dfs and similar graphs shortest paths trees 2400.0
1632,D,New Year Concert,binary search data structures greedy math number theory two pointers,2000.0,3953,binary search data structures greedy math number theory two pointers 2000.0
1632,C,Strange Test,binary search bitmasks brute force dp math,1600.0,10953,binary search bitmasks brute force dp math 1600.0
1632,B,Roof Construction,bitmasks constructive algorithms,1000.0,18789,bitmasks constructive algorithms 1000.0
1632,A,ABC,implementation,800.0,26552,implementation 800.0
1631,B,Fun with Even Subarrays,dp greedy,1100.0,17874,dp greedy 1100.0
1631,A,Min Max Swap,greedy,800.0,26802,greedy 800.0
1630,F,Making It Bipartite,flows graph matchings graphs number theory,3400.0,337,flows graph matchings graphs number theory 3400.0
1630,E,Expected Components,combinatorics math number theory probabilities,2900.0,348,combinatorics math number theory probabilities 2900.0
1630,D,Flipping Range,constructive algorithms dp greedy number theory,2400.0,1329,constructive algorithms dp greedy number theory 2400.0
1630,C,Paint the Middle,dp greedy sortings two pointers,2200.0,2558,dp greedy sortings two pointers 2200.0
1630,B,Range and Partition,binary search constructive algorithms data structures greedy two pointers,1800.0,4961,binary search constructive algorithms data structures greedy two pointers 1800.0
1630,A,And Matching,bitmasks constructive algorithms,1500.0,12771,bitmasks constructive algorithms 1500.0
1629,B,GCD Arrays,greedy math number theory,800.0,21790,greedy math number theory 800.0
1629,A,Download More RAM,brute force greedy sortings,800.0,26543,brute force greedy sortings 800.0
1628,F,Spaceship Crisis Management,binary search data structures geometry sortings,3500.0,71,binary search data structures geometry sortings 3500.0
1628,E,Groceries in Meteor Town,binary search data structures dsu trees,3100.0,603,binary search data structures dsu trees 3100.0
1628,D2,Game on Sum (Hard Version),combinatorics dp games math,2400.0,1613,combinatorics dp games math 2400.0
1628,D1,Game on Sum (Easy Version),combinatorics dp games math,2100.0,2518,combinatorics dp games math 2100.0
1628,C,Grid Xor,constructive algorithms greedy implementation interactive math,2300.0,2808,constructive algorithms greedy implementation interactive math 2300.0
1628,B,Peculiar Movie Preferences,greedy strings,1700.0,10175,greedy strings 1700.0
1628,A,Meximum Array,binary search constructive algorithms greedy implementation math two pointers,1400.0,13900,binary search constructive algorithms greedy implementation math two pointers 1400.0
1627,F,Not Splitting,geometry graphs greedy implementation shortest paths,2700.0,500,geometry graphs greedy implementation shortest paths 2700.0
1627,E,Not Escaping,data structures dp implementation shortest paths two pointers,2200.0,1923,data structures dp implementation shortest paths two pointers 2200.0
1627,D,Not Adding,brute force dp math number theory,1900.0,6915,brute force dp math number theory 1900.0
1627,C,Not Assigning,constructive algorithms dfs and similar number theory trees,1400.0,12608,constructive algorithms dfs and similar number theory trees 1400.0
1627,B,Not Sitting,games greedy sortings,1300.0,15194,games greedy sortings 1300.0
1627,A,Not Shading,constructive algorithms implementation,800.0,22807,constructive algorithms implementation 800.0
1626,F,A Random Code Problem,combinatorics dp math number theory probabilities,2800.0,566,combinatorics dp math number theory probabilities 2800.0
1626,E,Black and White Tree,dfs and similar greedy trees,2400.0,1301,dfs and similar greedy trees 2400.0
1626,D,Martial Arts Tournament,binary search brute force greedy math,2100.0,3453,binary search brute force greedy math 2100.0
1626,C,Monsters And Spells,binary search data structures dp greedy implementation math two pointers,1700.0,9638,binary search data structures dp greedy implementation math two pointers 1700.0
1626,B,Minor Reduction,greedy strings,1100.0,20567,greedy strings 1100.0
1626,A,Equidistant Letters,constructive algorithms sortings,800.0,26563,constructive algorithms sortings 800.0
1625,E2,Cats on the Upgrade (hard version),binary search data structures dfs and similar graphs trees,2800.0,477,binary search data structures dfs and similar graphs trees 2800.0
1625,E1,Cats on the Upgrade (easy version),brute force data structures dfs and similar divide and conquer dp graphs trees,2500.0,844,brute force data structures dfs and similar divide and conquer dp graphs trees 2500.0
1625,D,Binary Spiders,bitmasks data structures implementation math sortings trees,2300.0,1768,bitmasks data structures implementation math sortings trees 2300.0
1625,C,Road Optimization,dp,1700.0,8510,dp 1700.0
1625,B,Elementary Particles,brute force greedy sortings,1100.0,15093,brute force greedy sortings 1100.0
1625,A,Ancient Civilization,bitmasks greedy math,800.0,16242,bitmasks greedy math 800.0
1624,G,MinOr Tree,bitmasks dfs and similar dsu graphs greedy,1900.0,4688,bitmasks dfs and similar dsu graphs greedy 1900.0
1624,F,Interacdive Problem,binary search constructive algorithms interactive,2000.0,2831,binary search constructive algorithms interactive 2000.0
1624,E,Masha-forgetful,brute force constructive algorithms dp hashing implementation strings,2000.0,3511,brute force constructive algorithms dp hashing implementation strings 2000.0
1624,D,Palindromes Coloring,binary search greedy sortings strings,1400.0,14210,binary search greedy sortings strings 1400.0
1624,C,Division by Two and Permutation,constructive algorithms flows graph matchings greedy math,1100.0,21788,constructive algorithms flows graph matchings greedy math 1100.0
1624,B,Make AP,implementation math,900.0,29836,implementation math 900.0
1624,A,Plus One on the Subset,math,800.0,43125,math 800.0
1623,E,Middle Duplication,data structures dfs and similar greedy strings trees,2500.0,948,data structures dfs and similar greedy strings trees 2500.0
1623,D,Robot Cleaner Revisit,implementation math probabilities,2300.0,1265,implementation math probabilities 2300.0
1623,C,Balanced Stone Heaps,binary search greedy,1600.0,9863,binary search greedy 1600.0
1623,B,Game on Ranges,brute force dfs and similar implementation sortings,1100.0,13298,brute force dfs and similar implementation sortings 1100.0
1623,A,Robot Cleaner,brute force implementation math,800.0,19096,brute force implementation math 800.0
1622,F,Quadratic Set,constructive algorithms hashing math number theory,2900.0,462,constructive algorithms hashing math number theory 2900.0
1622,E,Math Test,bitmasks brute force greedy,2200.0,1619,bitmasks brute force greedy 2200.0
1622,D,Shuffle,combinatorics math two pointers,2000.0,3380,combinatorics math two pointers 2000.0
1622,C,Set or Decrease,binary search brute force greedy sortings,1600.0,10717,binary search brute force greedy sortings 1600.0
1622,B,Berland Music,data structures greedy math sortings,1000.0,19005,data structures greedy math sortings 1000.0
1622,A,Construct a Rectangle,geometry math,800.0,27301,geometry math 800.0
1621,I,Two Sequences,data structures hashing string suffix structures,3500.0,93,data structures hashing string suffix structures 3500.0
1621,H,Trains and Airplanes,dfs and similar graphs shortest paths trees,3500.0,102,dfs and similar graphs shortest paths trees 3500.0
1621,G,Weighted Increasing Subsequences,data structures dp math,3200.0,477,data structures dp math 3200.0
1621,F,Strange Instructions,data structures greedy implementation,2700.0,483,data structures greedy implementation 2700.0
1621,E,New School,binary search data structures dp greedy implementation sortings,2300.0,1603,binary search data structures dp greedy implementation sortings 2300.0
1621,D,The Winter Hike,constructive algorithms greedy math,2100.0,3693,constructive algorithms greedy math 2100.0
1621,C,Hidden Permutations,dfs and similar interactive math,1700.0,6271,dfs and similar interactive math 1700.0
1621,B,Integers Shop,data structures greedy implementation,1500.0,12061,data structures greedy implementation 1500.0
1621,A,Stable Arrangement of Rooks,constructive algorithms,800.0,22783,constructive algorithms 800.0
1620,G,Subsequences Galore,bitmasks combinatorics dp,2400.0,757,bitmasks combinatorics dp 2400.0
1620,F,Bipartite Array,dp greedy,2800.0,449,dp greedy 2800.0
1620,E,Replace the Numbers,constructive algorithms data structures dsu implementation,1900.0,6731,constructive algorithms data structures dsu implementation 1900.0
1620,D,Exact Change,brute force constructive algorithms greedy,2000.0,3540,brute force constructive algorithms greedy 2000.0
1620,C,BA-String,brute force dp greedy implementation math,1800.0,5718,brute force dp greedy implementation math 1800.0
1620,B,Triangles on a Rectangle,geometry greedy math,1000.0,17533,geometry greedy math 1000.0
1620,A,Equal or Not Equal,constructive algorithms dsu implementation,800.0,20035,constructive algorithms dsu implementation 800.0
1619,H,Permutation and Queries,brute force data structures divide and conquer two pointers,2400.0,851,brute force data structures divide and conquer two pointers 2400.0
1619,G,Unusual Minesweeper,binary search dfs and similar dsu greedy sortings,2000.0,1947,binary search dfs and similar dsu greedy sortings 2000.0
1619,F,Let's Play the Hat?,brute force constructive algorithms greedy math,2000.0,1812,brute force constructive algorithms greedy math 2000.0
1619,E,MEX and Increments,constructive algorithms data structures dp greedy implementation math sortings,1700.0,7604,constructive algorithms data structures dp greedy implementation math sortings 1700.0
1619,D,New Year's Problem,binary search greedy sortings,1800.0,6350,binary search greedy sortings 1800.0
1619,C,Wrong Addition,implementation,1200.0,18208,implementation 1200.0
1619,B,Squares and Cubes,implementation math,800.0,27410,implementation math 800.0
1619,A,Square String?,implementation strings,800.0,39526,implementation strings 800.0
1618,G,Trader Problem,data structures dsu greedy sortings,2200.0,1223,data structures dsu greedy sortings 2200.0
1618,F,Reverse,bitmasks constructive algorithms dfs and similar implementation math strings,2000.0,3609,bitmasks constructive algorithms dfs and similar implementation math strings 2000.0
1618,E,Singers' Tour,constructive algorithms math,1700.0,6306,constructive algorithms math 1700.0
1618,D,Array and Operations,dp greedy math,1300.0,16080,dp greedy math 1300.0
1618,C,Paint the Array,math,1100.0,18893,math 1100.0
1618,B,Missing Bigram,implementation,800.0,20908,implementation 800.0
1618,A,Polycarp and Sums of Subsequences,math sortings,800.0,28950,math sortings 800.0
1617,E,Christmas Chocolates,dfs and similar dp games graphs implementation math number theory shortest paths trees,2700.0,716,dfs and similar dp games graphs implementation math number theory shortest paths trees 2700.0
1617,D2,Too Many Impostors (hard version),constructive algorithms implementation interactive math,2400.0,1528,constructive algorithms implementation interactive math 2400.0
1617,D1,Too Many Impostors (easy version),constructive algorithms implementation interactive,1800.0,4162,constructive algorithms implementation interactive 1800.0
1617,C,Paprika and Permutation,binary search greedy math sortings,1300.0,13132,binary search greedy math sortings 1300.0
1617,B,GCD Problem,brute force constructive algorithms math number theory,900.0,19828,brute force constructive algorithms math number theory 900.0
1617,A,Forbidden Subsequence,constructive algorithms greedy sortings strings,800.0,15501,constructive algorithms greedy sortings strings 800.0
1616,H,Keep XOR Low,bitmasks combinatorics data structures divide and conquer dp math,3000.0,548,bitmasks combinatorics data structures divide and conquer dp math 3000.0
1616,G,Just Add an Edge,dfs and similar dp graphs,3500.0,194,dfs and similar dp graphs 3500.0
1616,F,Tricolor Triangles,brute force graphs math matrices,2900.0,500,brute force graphs math matrices 2900.0
1616,E,Lexicographically Small Enough,brute force data structures greedy strings,2200.0,2210,brute force data structures greedy strings 2200.0
1616,D,Keep the Average High,dp greedy math,2000.0,4230,dp greedy math 2000.0
1616,C,Representative Edges,brute force geometry implementation math,1500.0,11045,brute force geometry implementation math 1500.0
1616,B,Mirror in the String,greedy strings,1100.0,17743,greedy strings 1100.0
1616,A,Integer Diversity,implementation,800.0,21488,implementation 800.0
1615,H,Reindeer Games,binary search constructive algorithms data structures divide and conquer flows graphs shortest paths,3000.0,225,binary search constructive algorithms data structures divide and conquer flows graphs shortest paths 3000.0
1615,G,Maximum Adjacent Pairs,constructive algorithms graph matchings,3300.0,131,constructive algorithms graph matchings 3300.0
1615,F,LEGOndary Grandmaster,combinatorics dp math,2800.0,597,combinatorics dp math 2800.0
1615,E,Purple Crayon,data structures dfs and similar games graphs greedy math sortings trees,2400.0,1241,data structures dfs and similar games graphs greedy math sortings trees 2400.0
1615,D,X(or)-mas Tree,bitmasks dfs and similar dsu graphs trees,2200.0,1664,bitmasks dfs and similar dsu graphs trees 2200.0
1615,C,Menorah,brute force graphs greedy math,1600.0,7385,brute force graphs greedy math 1600.0
1615,B,And It's Non-Zero,bitmasks greedy math,1300.0,13569,bitmasks greedy math 1300.0
1615,A,Closing The Gap,greedy math,800.0,19591,greedy math 800.0
1614,E,Divan and a Cottage,binary search data structures,2600.0,719,binary search data structures 2600.0
1614,D2,Divan and Kostomuksha (hard version),dp number theory,2300.0,1896,dp number theory 2300.0
1614,D1,Divan and Kostomuksha (easy version),dp number theory,2100.0,3208,dp number theory 2100.0
1614,C,Divan and bitwise operations,bitmasks combinatorics constructive algorithms dp math,1500.0,9037,bitmasks combinatorics constructive algorithms dp math 1500.0
1614,B,Divan and a New Project ,constructive algorithms sortings,1000.0,16394,constructive algorithms sortings 1000.0
1614,A,Divan and a Store,brute force constructive algorithms greedy,800.0,22101,brute force constructive algorithms greedy 800.0
1613,F,Tree Coloring,combinatorics divide and conquer fft,2600.0,539,combinatorics divide and conquer fft 2600.0
1613,E,Crazy Robot,dfs and similar graphs,2000.0,4474,dfs and similar graphs 2000.0
1613,D,MEX Sequences,dp math,1900.0,3937,dp math 1900.0
1613,C,Poisoned Dagger,binary search,1200.0,18728,binary search 1200.0
1613,B,Absent Remainder,greedy implementation sortings,1000.0,19386,greedy implementation sortings 1000.0
1613,A,Long Comparison,implementation math,900.0,21998,implementation math 900.0
1612,G,Max Sum Array,combinatorics constructive algorithms greedy sortings,2500.0,692,combinatorics constructive algorithms greedy sortings 2500.0
1612,F,Armor and Weapons,brute force dp greedy shortest paths,2800.0,497,brute force dp greedy shortest paths 2800.0
1612,E,Messages,brute force dp greedy probabilities sortings,2000.0,2132,brute force dp greedy probabilities sortings 2000.0
1612,D,X-Magic Pair,math number theory,1600.0,7800,math number theory 1600.0
1612,C,Chat Ban,binary search math,1300.0,13565,binary search math 1300.0
1612,B,Special Permutation,constructive algorithms greedy,900.0,15777,constructive algorithms greedy 900.0
1612,A,Distance,brute force constructive algorithms,800.0,16809,brute force constructive algorithms 800.0
1611,G,Robot and Candies,data structures graph matchings greedy,2500.0,542,data structures graph matchings greedy 2500.0
1611,F,ATM and Students,binary search data structures two pointers,1800.0,5371,binary search data structures two pointers 1800.0
1611,E2,Escape The Maze (hard version),dfs and similar dp greedy shortest paths trees,1900.0,3175,dfs and similar dp greedy shortest paths trees 1900.0
1611,E1,Escape The Maze (easy version),dfs and similar greedy shortest paths trees two pointers,1700.0,5993,dfs and similar greedy shortest paths trees two pointers 1700.0
1611,D,Weights Assignment For Tree Edges,constructive algorithms trees,1500.0,8546,constructive algorithms trees 1500.0
1611,C,Polycarp Recovers the Permutation,constructive algorithms,1000.0,16678,constructive algorithms 1000.0
1611,B,Team Composition: Programmers and Mathematicians,binary search constructive algorithms math,800.0,24947,binary search constructive algorithms math 800.0
1611,A,Make Even,constructive algorithms math,800.0,28001,constructive algorithms math 800.0
1610,I,Mashtali vs AtCoder,games trees,3100.0,226,games trees 3100.0
1610,H,Squid Game,data structures dfs and similar greedy trees,3100.0,227,data structures dfs and similar greedy trees 3100.0
1610,G,AmShZ Wins a Bet,data structures greedy hashing,3300.0,183,data structures greedy hashing 3300.0
1610,F,Mashtali: a Space Oddysey,constructive algorithms dfs and similar graphs,3000.0,410,constructive algorithms dfs and similar graphs 3000.0
1610,E,AmShZ and G.O.A.T.,binary search brute force greedy implementation math,2300.0,1499,binary search brute force greedy implementation math 2300.0
1610,D,Not Quite Lee,combinatorics dp math number theory,2000.0,2375,combinatorics dp math number theory 2000.0
1610,C,Keshi Is Throwing a Party,binary search greedy,1600.0,8988,binary search greedy 1600.0
1610,B,Kalindrome Array,greedy two pointers,1100.0,13403,greedy two pointers 1100.0
1610,A,Anti Light's Cell Guessing,math,900.0,14992,math 900.0
1609,H,Pushing Robots,,3500.0,81, 3500.0
1609,G,A Stroll Around the Matrix,data structures greedy math,3000.0,319,data structures greedy math 3000.0
1609,F,Interesting Sections,data structures divide and conquer meet-in-the-middle two pointers,2800.0,590,data structures divide and conquer meet-in-the-middle two pointers 2800.0
1609,E,William The Oblivious ,bitmasks data structures dp matrices,2400.0,1626,bitmasks data structures dp matrices 2400.0
1609,D,Social Network,dsu graphs greedy implementation trees,1600.0,6156,dsu graphs greedy implementation trees 1600.0
1609,C,Complex Market Analysis,binary search dp implementation number theory schedules two pointers,1400.0,8775,binary search dp implementation number theory schedules two pointers 1400.0
1609,B,William the Vigilant,implementation strings,1100.0,11022,implementation strings 1100.0
1609,A,Divide and Multiply,greedy implementation math number theory,900.0,15317,greedy implementation math number theory 900.0
1608,G,Alphabetic Tree,binary search data structures dfs and similar hashing string suffix structures strings trees,3500.0,115,binary search data structures dfs and similar hashing string suffix structures strings trees 3500.0
1608,F,MEX counting,combinatorics dp implementation,3200.0,292,combinatorics dp implementation 3200.0
1608,E,The Cells on the Paper,binary search implementation sortings,2800.0,385,binary search implementation sortings 2800.0
1608,D,Dominoes,combinatorics fft graphs math number theory,2400.0,1235,combinatorics fft graphs math number theory 2400.0
1608,C,Game Master,data structures dfs and similar dp graphs greedy two pointers,1700.0,5755,data structures dfs and similar dp graphs greedy two pointers 1700.0
1608,B,Build the Permutation,constructive algorithms greedy,1200.0,10695,constructive algorithms greedy 1200.0
1608,A,Find Array,constructive algorithms math,800.0,17627,constructive algorithms math 800.0
1607,H,Banquet Preparations 2,greedy sortings two pointers,2200.0,1085,greedy sortings two pointers 2200.0
1607,G,Banquet Preparations 1,greedy,2200.0,1397,greedy 2200.0
1607,F,Robot on the Board 2,brute force dfs and similar graphs implementation,2300.0,1744,brute force dfs and similar graphs implementation 2300.0
1607,E,Robot on the Board 1,implementation,1600.0,8315,implementation 1600.0
1607,D,Blue-Red Permutation,greedy math sortings,1300.0,14885,greedy math sortings 1300.0
1607,C,Minimum Extraction,brute force sortings,1000.0,22041,brute force sortings 1000.0
1607,B,Odd Grasshopper,math,900.0,22157,math 900.0
1607,A,Linear Keyboard,implementation strings,800.0,32722,implementation strings 800.0
1606,F,Tree Queries,brute force dp trees,2800.0,400,brute force dp trees 2800.0
1606,E,Arena,combinatorics dp math,2100.0,2916,combinatorics dp math 2100.0
1606,D,Red-Blue Matrix,brute force constructive algorithms implementation sortings,2400.0,1290,brute force constructive algorithms implementation sortings 2400.0
1606,C,Banknotes,greedy number theory,1400.0,12473,greedy number theory 1400.0
1606,B,Update Files,greedy implementation math,1100.0,16976,greedy implementation math 1100.0
1606,A,AB Balance,strings,900.0,19957,strings 900.0
1605,F,PalindORme,combinatorics dp,2900.0,240,combinatorics dp 2900.0
1605,E,Array Equalizer,binary search greedy implementation math number theory sortings two pointers,2400.0,908,binary search greedy implementation math number theory sortings two pointers 2400.0
1605,D,Treelabeling,bitmasks constructive algorithms dfs and similar games greedy implementation trees,2100.0,2561,bitmasks constructive algorithms dfs and similar games greedy implementation trees 2100.0
1605,C,Dominant Character,brute force greedy implementation strings,1400.0,14469,brute force greedy implementation strings 1400.0
1605,B,Reverse Sort,greedy sortings,1000.0,16399,greedy sortings 1000.0
1605,A,A.M. Deviation,math number theory,800.0,19482,math number theory 800.0
1604,B,XOR Specia-LIS-t,,1100.0,14735, 1100.0
1604,A,Era,greedy,800.0,19675,greedy 800.0
1603,F,"October 18, 2017",combinatorics dp implementation math,2700.0,162,combinatorics dp implementation math 2700.0
1603,E,A Perfect Problem,combinatorics dp math,3200.0,222,combinatorics dp math 3200.0
1603,D,Artistic Partition,divide and conquer dp number theory,3000.0,431,divide and conquer dp number theory 3000.0
1603,C,Extreme Extension,dp greedy math number theory,2300.0,1750,dp greedy math number theory 2300.0
1603,B,Moderate Modular Mode,constructive algorithms math number theory,1600.0,11822,constructive algorithms math number theory 1600.0
1603,A,Di-visible Confusion,constructive algorithms math number theory,1300.0,14842,constructive algorithms math number theory 1300.0
1602,B,Divine Array,constructive algorithms implementation,1100.0,13021,constructive algorithms implementation 1100.0
1602,A,Two Subsequences,implementation,800.0,17866,implementation 800.0
1601,F,Two Sorts,binary search dfs and similar math meet-in-the-middle,3400.0,140,binary search dfs and similar math meet-in-the-middle 3400.0
1601,E,Phys Ed Online,data structures dp greedy,2900.0,377,data structures dp greedy 2900.0
1601,D,Difficult Mountain,data structures dp greedy sortings,2700.0,1044,data structures dp greedy sortings 2700.0
1601,C,Optimal Insertion,data structures divide and conquer dp greedy sortings,2300.0,1656,data structures divide and conquer dp greedy sortings 2300.0
1601,B,Frog Traveler,data structures dfs and similar dp graphs shortest paths two pointers,1900.0,4318,data structures dfs and similar dp graphs shortest paths two pointers 1900.0
1601,A,Array Elimination,bitmasks greedy math number theory,1300.0,11447,bitmasks greedy math number theory 1300.0
1600,J,Robot Factory,bitmasks dfs and similar,1400.0,3442,bitmasks dfs and similar 1400.0
1600,F,Party Organization,brute force math probabilities,2300.0,354,brute force math probabilities 2300.0
1600,E,Array Game,games greedy two pointers,1900.0,1698,games greedy two pointers 1900.0
1599,J,Bob's Beautiful Array,bitmasks brute force greedy,2600.0,250,bitmasks brute force greedy 2600.0
1599,I,Desert,data structures graphs,2700.0,94,data structures graphs 2700.0
1599,H,Hidden Fortress,interactive math,2100.0,898,interactive math 2100.0
1599,G,Shortest path,brute force geometry math shortest paths,2700.0,320,brute force geometry math shortest paths 2700.0
1599,F,Mars,hashing,2700.0,255,hashing 2700.0
1599,E,Two Arrays,data structures matrices,3200.0,48,data structures matrices 3200.0
1599,D,Bubble Popping,,3200.0,24, 3200.0
1599,C,Bubble Strike,combinatorics math probabilities ternary search,2000.0,1347,combinatorics math probabilities ternary search 2000.0
1599,B,Restaurant Game,,3100.0,121, 3100.0
1599,A,Weights,constructive algorithms greedy two pointers,2600.0,521,constructive algorithms greedy two pointers 2600.0
1598,G,The Sum of Good Numbers,hashing math string suffix structures strings,3200.0,220,hashing math string suffix structures strings 3200.0
1598,F,RBS,binary search bitmasks brute force data structures dp,2400.0,1113,binary search bitmasks brute force data structures dp 2400.0
1598,E,Staircases,brute force combinatorics data structures dfs and similar dp implementation math,2100.0,2054,brute force combinatorics data structures dfs and similar dp implementation math 2100.0
1598,D,Training Session,combinatorics data structures geometry implementation math,1700.0,7639,combinatorics data structures geometry implementation math 1700.0
1598,C,Delete Two Elements,data structures dp implementation math two pointers,1200.0,17548,data structures dp implementation math two pointers 1200.0
1598,B,Groups,brute force implementation,1000.0,14781,brute force implementation 1000.0
1598,A,Computer Game,brute force dfs and similar dp implementation,800.0,21043,brute force dfs and similar dp implementation 800.0
1594,F,Ideal Farm,constructive algorithms math,2400.0,1142,constructive algorithms math 2400.0
1594,E2,Rubik's Cube Coloring (hard version),brute force dp implementation math trees,2300.0,1334,brute force dp implementation math trees 2300.0
1594,E1,Rubik's Cube Coloring (easy version),combinatorics math,1300.0,10152,combinatorics math 1300.0
1594,D,The Number of Imposters,constructive algorithms dfs and similar dp dsu graphs,1700.0,6296,constructive algorithms dfs and similar dp dsu graphs 1700.0
1594,C,Make Them Equal,brute force greedy math strings,1200.0,15601,brute force greedy math strings 1200.0
1594,B,Special Numbers,bitmasks math,1100.0,16897,bitmasks math 1100.0
1594,A,Consecutive Sum Riddle,math,800.0,22075,math 800.0
1593,G,Changing Brackets,constructive algorithms data structures dp greedy,2200.0,1471,constructive algorithms data structures dp greedy 2200.0
1593,F,Red-Black Number,dfs and similar dp implementation math meet-in-the-middle,2100.0,2096,dfs and similar dp implementation math meet-in-the-middle 2100.0
1593,E,Gardener and Tree,brute force data structures dfs and similar greedy implementation trees,1600.0,9909,brute force data structures dfs and similar greedy implementation trees 1600.0
1593,D2,Half of Same,brute force math number theory,1900.0,4330,brute force math number theory 1900.0
1593,D1,All are Same,math number theory,1100.0,17691,math number theory 1100.0
1593,C,Save More Mice,binary search greedy greedy,1000.0,21179,binary search greedy greedy 1000.0
1593,B,Make it Divisible by 25,dfs and similar dp greedy math math,900.0,22147,dfs and similar dp greedy math math 900.0
1593,A,Elections,math,800.0,32025,math 800.0
1592,F2,Alice and Recoloring 2,constructive algorithms flows graph matchings greedy,2800.0,407,constructive algorithms flows graph matchings greedy 2800.0
1592,F1,Alice and Recoloring 1,constructive algorithms greedy,2600.0,597,constructive algorithms greedy 2600.0
1592,E,Bored Bakry,bitmasks greedy math two pointers,2400.0,1407,bitmasks greedy math two pointers 2400.0
1592,D,Hemose in ICPC ?,binary search dfs and similar implementation interactive math number theory trees,2300.0,1984,binary search dfs and similar implementation interactive math number theory trees 2300.0
1592,C,Bakry and Partitioning,bitmasks constructive algorithms dfs and similar dp graphs trees,1700.0,6738,bitmasks constructive algorithms dfs and similar dp graphs trees 1700.0
1592,B,Hemose Shopping,constructive algorithms dsu math sortings,1200.0,14413,constructive algorithms dsu math sortings 1200.0
1592,A,Gamer Hemose,binary search greedy math sortings,800.0,19611,binary search greedy math sortings 800.0
1588,F,Jumping Through the Array,binary search data structures graphs two pointers,3500.0,193,binary search data structures graphs two pointers 3500.0
1586,I,Omkar and Mosaic,combinatorics constructive algorithms math,3500.0,101,combinatorics constructive algorithms math 3500.0
1585,G,Poachers,dp games graphs trees,2500.0,115,dp games graphs trees 2500.0
1585,F,Non-equal Neighbours,combinatorics dp math,2400.0,897,combinatorics dp math 2400.0
1585,E,Frequency Queries,data structures dfs and similar trees,2400.0,911,data structures dfs and similar trees 2400.0
1585,D,Yet Another Sorting Problem,data structures math,1900.0,3335,data structures math 1900.0
1585,C,Minimize Distance,greedy,1300.0,10617,greedy 1300.0
1585,B,Array Eversion,greedy,900.0,13920,greedy 900.0
1585,A,Life of a Flower,implementation,800.0,16667,implementation 800.0
1584,G,Eligible Segments,geometry,3200.0,179,geometry 3200.0
1584,F,Strange LCS,bitmasks dp graphs greedy strings,2600.0,741,bitmasks dp graphs greedy strings 2600.0
1584,E,Game with Stones,binary search data structures games greedy,2300.0,1126,binary search data structures games greedy 2300.0
1584,D,Guess the Permutation,binary search combinatorics interactive math,2000.0,3205,binary search combinatorics interactive math 2000.0
1584,C,Two Arrays,greedy math sortings,900.0,14626,greedy math sortings 900.0
1584,B,Coloring Rectangles,greedy math,1000.0,12157,greedy math 1000.0
1584,A,Mathematical Addition,math,800.0,14006,math 800.0
1583,H,Omkar and Tours,data structures divide and conquer sortings trees,3300.0,262,data structures divide and conquer sortings trees 3300.0
1583,G,Omkar and Time Travel,data structures math,3000.0,335,data structures math 3000.0
1583,F,Defender of Childhood Dreams,bitmasks constructive algorithms divide and conquer,2500.0,1091,bitmasks constructive algorithms divide and conquer 2500.0
1583,E,Moment of Bloom,constructive algorithms dfs and similar graph matchings graphs greedy trees,2200.0,2008,constructive algorithms dfs and similar graph matchings graphs greedy trees 2200.0
1583,D,Omkar and the Meaning of Life,constructive algorithms greedy interactive,1800.0,4910,constructive algorithms greedy interactive 1800.0
1583,C,Omkar and Determination,data structures dp,1700.0,6354,data structures dp 1700.0
1583,B,Omkar and Heavenly Tree,constructive algorithms trees,1200.0,11090,constructive algorithms trees 1200.0
1583,A,Windblume Ode,math number theory,800.0,13072,math number theory 800.0
1582,G,Kuzya and Homework,data structures number theory,2600.0,486,data structures number theory 2600.0
1582,F2,Korney Korneevich and XOR (hard version),binary search brute force dp greedy two pointers,2400.0,1406,binary search brute force dp greedy two pointers 2400.0
1582,F1,Korney Korneevich and XOR (easy version),bitmasks dp greedy,1800.0,4406,bitmasks dp greedy 1800.0
1582,E,Pchelyonok and Segments,binary search data structures dp greedy math,2000.0,3202,binary search data structures dp greedy math 2000.0
1582,D,"Vupsen, Pupsen and 0",constructive algorithms math,1600.0,9115,constructive algorithms math 1600.0
